Price,Bedrooms,Bathrooms,Land_Area,Year,Status,Furnished,Address,Property_Type
16000000.0,3.0,2.0,151.0,2025.0,For Sale,No,Bole,Apartment
19500000.0,3.0,3.0,200.0,2025.0,For Sale,No,Bole,Villa
23000000.0,3.0,3.0,175.0,2025.0,For Sale,No,Bole,Villa
18500000.0,3.0,3.0,230.0,2025.0,For Sale,No,Bole,Villa
9300000.0,3.0,2.0,100.0,2025.0,For Sale,No,Yeka,Apartment
28000000.0,3.0,3.0,210.0,2025.0,For Sale,No,Bole,Villa
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
10000000.0,2.0,2.0,140.0,2025.0,For Sale,No,Bole,Apartment
28000000.0,3.0,3.0,210.0,2025.0,For Sale,No,Bole,Villa
9300000.0,3.0,2.0,100.0,2025.0,For Sale,No,Yeka,Apartment
18500000.0,3.0,3.0,167.0,2025.0,For Sale,No,Bole,Villa
8500000.0,2.0,2.0,84.0,2025.0,For Sale,No,Yeka,Apartment
14000000.0,3.0,3.0,150.0,2025.0,For Sale,No,Yeka,Villa
17000000.0,2.0,2.0,130.0,2025.0,For Sale,No,Bole,Apartment
1290560.0,2.0,2.0,109.0,2025.0,For Sale,No,Yeka,Apartment
5500000.0,1.0,1.0,74.0,2025.0,For Sale,Yes,Yeka,Apartment
21000000.0,3.0,3.0,250.0,2025.0,For Sale,No,Bole,Villa
12500000.0,2.0,2.0,106.0,2025.0,For Sale,No,Bole,Apartment
23000000.0,3.0,3.0,150.0,2025.0,For Sale,No,Bole,Villa
30000000.0,3.0,3.0,275.0,2025.0,For Sale,Yes,Yeka,Villa
15000000.0,3.0,3.0,179.0,2025.0,For Sale,No,Bole,Apartment
27000000.0,4.0,2.0,205.0,2025.0,For Sale,No,Bole,Apartment
16500000.0,3.0,2.0,148.0,2025.0,For Sale,No,Bole,Apartment
6700000.0,2.0,1.0,54.0,2025.0,For Sale,No,Bole,Apartment
32800000.0,3.0,3.0,260.0,2025.0,For Sale,No,Yeka,Apartment
28000000.0,3.0,2.0,201.0,2025.0,For Sale,No,Kirkos,Apartment
10580000.0,2.0,2.0,92.0,2025.0,For Sale,No,Bole,Apartment
48000000.0,4.0,3.0,450.0,2025.0,For Sale,No,Yeka,Villa
30000000.0,3.0,2.0,231.0,2025.0,For Sale,No,Bole,Villa
17000000.0,3.0,3.0,169.0,2025.0,For Sale,No,Bole,Villa
15500000.0,3.0,2.0,141.0,2025.0,For Sale,No,Yeka,Apartment
12500000.0,3.0,2.0,116.0,2025.0,For Sale,No,Bole,Apartment
14000000.0,3.0,2.0,110.0,2025.0,For Sale,No,Yeka,Apartment
15000000.0,3.0,3.0,240.0,2025.0,For Sale,No,Yeka,Villa
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
15500000.0,3.0,2.0,141.0,2025.0,For Sale,No,Yeka,Apartment
14000000.0,3.0,2.0,110.0,2025.0,For Sale,No,Yeka,Apartment
7800000.0,1.0,1.0,65.0,2025.0,For Sale,Yes,Bole,Apartment
14000000.0,3.0,2.0,134.0,2025.0,For Sale,No,Bole,Apartment
15000000.0,3.0,3.0,240.0,2025.0,For Sale,No,Yeka,Villa
13000000.0,3.0,2.0,110.0,2025.0,For Sale,No,Bole,Apartment
24500000.0,3.0,3.0,250.0,2025.0,For Sale,No,Bole,Villa
13000000.0,2.0,3.0,105.0,2025.0,For Sale,No,Bole,Apartment
9000000.0,2.0,2.0,100.0,2025.0,For Sale,No,Yeka,Apartment
12000000.0,3.0,2.0,110.0,2025.0,For Sale,No,Bole,Apartment
8500000.0,2.0,1.0,75.0,2025.0,For Sale,No,Bole,Apartment
8500000.0,2.0,2.0,89.0,2025.0,For Sale,No,Bole,Apartment
25929000.0,2.0,2.0,144.0,2025.0,For Sale,Yes,Bole,Apartment
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
20000000.0,4.0,3.0,105.0,2025.0,For Sale,Yes,Yeka,Villa
23000000.0,2.0,3.0,195.0,2025.0,For Sale,No,Yeka,Villa
12000000.0,3.0,2.0,116.0,2025.0,For Sale,No,Bole,Apartment
14000000.0,2.0,2.0,98.0,2025.0,For Sale,No,Bole,Apartment
36000000.0,5.0,4.0,175.0,2025.0,For Sale,No,Bole,Villa
13500000.0,3.0,3.0,150.0,2025.0,For Sale,Yes,Yeka,Villa
8800000.0,2.0,2.0,72.0,2025.0,For Sale,No,Yeka,Apartment
20000000.0,5.0,3.0,175.0,2025.0,For Sale,No,Bole,Villa
27000000.0,3.0,3.0,317.0,2025.0,For Sale,No,Yeka,Villa
7125000.0,2.0,2.0,95.0,2025.0,For Sale,No,Bole,Apartment
14500000.0,3.0,3.0,150.0,2025.0,For Sale,No,Bole,Villa
26000000.0,3.0,2.0,300.0,2025.0,For Sale,Yes,Bole,Villa
14500000.0,3.0,3.0,150.0,2025.0,For Sale,No,Bole,Villa
7000000.0,2.0,1.0,65.0,2025.0,For Sale,No,Bole,Apartment
21000000.0,5.0,3.0,150.0,2025.0,For Sale,No,Bole,Villa
26000000.0,3.0,2.0,300.0,2025.0,For Sale,Yes,Bole,Villa
8500000.0,2.0,2.0,89.0,2025.0,For Sale,No,Bole,Apartment
12500000.0,3.0,2.0,127.0,2025.0,For Sale,No,Bole,Apartment
32000000.0,4.0,4.0,250.0,2025.0,For Sale,Yes,Yeka,Villa
12500000.0,3.0,3.0,235.0,2025.0,For Sale,No,Bole,Villa
210000000.0,3.0,3.0,620.0,2025.0,For Sale,No,Lideta,Villa
8000000.0,2.0,2.0,96.0,2025.0,For Sale,No,Lideta,Apartment
12000000.0,3.0,3.0,115.0,2025.0,For Sale,No,Bole,Apartment
11000000.0,3.0,2.0,113.0,2025.0,For Sale,No,Bole,Apartment
8977500.0,2.0,2.0,126.0,2025.0,For Sale,Yes,Nifas Silk-Lafto,Apartment
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
10000000.0,2.0,2.0,82.0,2025.0,For Sale,Yes,Bole,Apartment
8700000.0,2.0,2.0,71.0,2025.0,For Sale,No,Bole,Apartment
35000000.0,4.0,3.0,250.0,2025.0,For Sale,No,Yeka,Villa
27000000.0,5.0,4.0,300.0,2025.0,For Sale,No,Bole,Villa
17500000.0,3.0,3.0,150.0,2025.0,For Sale,No,Yeka,Villa
3120000.0,2.0,2.0,86.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
10000000.0,2.0,2.0,84.0,2025.0,For Sale,No,Bole,Apartment
12600000.0,3.0,3.0,134.0,2025.0,For Sale,No,Bole,Apartment
10500000.0,2.0,2.0,100.0,2025.0,For Sale,No,Bole,Apartment
15000000.0,3.0,2.0,117.0,2025.0,For Sale,No,Bole,Apartment
19000000.0,3.0,3.0,165.0,2025.0,For Sale,No,Bole,Villa
30000000.0,3.0,3.0,250.0,2025.0,For Sale,No,Bole,Villa
12600000.0,2.0,2.0,126.0,2025.0,For Sale,Yes,Nifas Silk-Lafto,Apartment
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
10000000.0,2.0,2.0,140.0,2025.0,For Sale,No,Bole,Apartment
6900000.0,2.0,2.0,87.0,2025.0,For Sale,No,Bole,Apartment
15000000.0,3.0,2.0,117.0,2025.0,For Sale,No,Bole,Apartment
16000000.0,3.0,3.0,150.0,2025.0,For Sale,No,Yeka,Villa
10500000.0,3.0,2.0,105.0,2025.0,For Sale,No,Bole,Apartment
11500000.0,3.0,2.0,114.0,2025.0,For Sale,No,Yeka,Apartment
9000000.0,2.0,2.0,82.0,2025.0,For Sale,No,Bole,Apartment
7500000.0,2.0,1.0,62.0,2025.0,For Sale,No,Yeka,Apartment
10500000.0,2.0,2.0,78.0,2025.0,For Sale,No,Bole,Apartment
12500000.0,3.0,3.0,106.0,2025.0,For Sale,No,Bole,Apartment
27000000.0,3.0,3.0,250.0,2025.0,For Sale,No,Bole,Villa
4200000.0,2.0,2.0,142.0,2025.0,For Sale,No,Kirkos,Apartment
51000000.0,3.0,4.0,220.0,2025.0,For Sale,No,Bole,Apartment
8999988.0,2.0,2.0,108.0,2025.0,For Sale,Yes,Yeka,Apartment
15000000.0,3.0,3.0,179.0,2025.0,For Sale,No,Bole,Apartment
10500000.0,3.0,3.0,113.0,2025.0,For Sale,No,Bole,Apartment
8999988.0,2.0,2.0,108.0,2025.0,For Sale,Yes,Yeka,Apartment
6900000.0,2.0,2.0,87.0,2025.0,For Sale,No,Bole,Apartment
8700000.0,4.0,2.0,230.0,2025.0,For Sale,No,Bole,Apartment
16000000.0,3.0,3.0,169.0,2025.0,For Sale,Yes,Lideta,Apartment
17500000.0,3.0,2.0,137.0,2025.0,For Sale,No,Bole,Apartment
65000000.0,3.0,3.0,220.0,2025.0,For Sale,No,Bole,Apartment
17000000.0,4.0,4.0,150.0,2025.0,For Sale,No,Bole,Villa
9450000.0,2.0,2.0,126.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
13500000.0,4.0,2.0,115.0,2025.0,For Sale,Yes,Yeka,Apartment
21000000.0,3.0,3.0,171.0,2025.0,For Sale,Yes,Bole,Villa
12600000.0,2.0,2.0,126.0,2025.0,For Sale,Yes,Nifas Silk-Lafto,Apartment
13000000.0,3.0,2.0,108.0,2025.0,For Sale,No,Bole,Apartment
17000000.0,3.0,2.0,199.0,2025.0,For Sale,No,Bole,Apartment
16000000.0,3.0,3.0,169.0,2025.0,For Sale,Yes,Lideta,Apartment
37000000.0,6.0,5.0,227.0,2025.0,For Sale,No,Bole,Villa
20000000.0,5.0,3.0,170.0,2025.0,For Sale,No,Bole,Villa
7300000.0,1.0,1.0,54.0,2025.0,For Sale,No,Bole,Apartment
7100000.0,2.0,2.0,80.0,2025.0,For Sale,No,Bole,Apartment
12600000.0,2.0,2.0,126.0,2025.0,For Sale,Yes,Nifas Silk-Lafto,Apartment
3200000.0,2.0,2.0,96.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
6400000.0,2.0,1.0,52.0,2025.0,For Sale,No,Yeka,Apartment
10000000.0,3.0,2.0,115.0,2025.0,For Sale,No,Bole,Villa
13000000.0,2.0,2.0,105.0,2025.0,For Sale,No,Bole,Apartment
22000000.0,3.0,3.0,200.0,2025.0,For Sale,Yes,Yeka,Villa
8000000.0,2.0,1.0,78.0,2025.0,For Sale,Yes,Yeka,Apartment
10500000.0,2.0,2.0,84.0,2025.0,For Sale,No,Yeka,Apartment
10500000.0,2.0,2.0,84.0,2025.0,For Sale,No,Yeka,Apartment
6000000.0,4.0,3.0,156.0,2025.0,For Sale,No,Bole,Apartment
6500000.0,1.0,1.0,47.0,2025.0,For Sale,No,Bole,Apartment
16000000.0,3.0,3.0,150.0,2025.0,For Sale,No,Bole,Villa
17000000.0,3.0,2.0,150.0,2025.0,For Sale,No,Bole,Villa
25000000.0,3.0,2.0,175.0,2025.0,For Sale,No,Bole,Apartment
12500000.0,2.0,2.0,105.0,2025.0,For Sale,No,Bole,Villa
11000000.0,3.0,2.0,100.0,2025.0,For Sale,No,Bole,Apartment
5825698.0,1.0,1.0,48.0,2025.0,For Sale,No,Bole,Apartment
12500000.0,2.0,2.0,105.0,2025.0,For Sale,No,Bole,Apartment
17000000.0,3.0,3.0,150.0,2025.0,For Sale,No,Bole,Villa
7600000.0,3.0,2.0,105.0,2025.0,For Sale,No,Bole,Apartment
8500000.0,2.0,2.0,86.0,2025.0,For Sale,No,Bole,Apartment
17000000.0,3.0,2.0,199.0,2025.0,For Sale,No,Bole,Apartment
9000000.0,2.0,1.0,72.0,2025.0,For Sale,No,Bole,Apartment
18000000.0,3.0,3.0,175.0,2025.0,For Sale,No,Akaky Kaliti,Villa
12500000.0,3.0,3.0,126.0,2025.0,For Sale,No,Bole,Apartment
7600000.0,3.0,2.0,105.0,2025.0,For Sale,No,Bole,Apartment
9500000.0,3.0,2.0,105.0,2025.0,For Sale,Yes,Nifas Silk-Lafto,Apartment
400000000.0,12.0,10.0,500.0,2025.0,For Sale,No,Arada,Apartment
13000000.0,2.0,2.0,75.0,2025.0,For Sale,No,Kolfe Keranio,Villa
8100000.0,2.0,2.0,72.0,2025.0,For Sale,No,Yeka,Apartment
7700000.0,3.0,2.0,103.0,2025.0,For Sale,Yes,Bole,Apartment
6500000.0,2.0,2.0,76.0,2025.0,For Sale,Yes,Bole,Apartment
10118760.0,2.0,2.0,127.0,2025.0,For Sale,No,Bole,Apartment
190000000.0,6.0,4.0,620.0,2025.0,For Sale,Yes,Bole,Villa
35000000.0,4.0,4.0,430.0,2025.0,For Sale,Yes,Bole,Villa
19000000.0,3.0,2.0,115.0,2025.0,For Sale,No,Bole,Apartment
15000000.0,3.0,2.0,100.0,2025.0,For Sale,No,Bole,Apartment
17000000.0,3.0,2.0,166.0,2025.0,For Sale,No,Bole,Apartment
18500000.0,3.0,2.0,134.0,2025.0,For Sale,No,Bole,Apartment
15000000.0,3.0,2.0,130.0,2025.0,For Sale,No,Bole,Apartment
10500000.0,2.0,2.0,73.0,2025.0,For Sale,No,Bole,Apartment
13500000.0,3.0,2.0,115.0,2025.0,For Sale,No,Bole,Apartment
35000000.0,4.0,4.0,320.0,2025.0,For Sale,No,Bole,Villa
7800000.0,4.0,5.0,200.0,2025.0,For Sale,Yes,Gullele,Villa
14000000.0,3.0,3.0,150.0,2025.0,For Sale,No,Bole,Villa
95000000.0,4.0,3.0,600.0,2025.0,For Sale,No,Lideta,Villa
33000000.0,6.0,4.0,250.0,2025.0,For Sale,No,Bole,Villa
110000000.0,18.0,18.0,185.0,2025.0,For Sale,No,Bole,Apartment
2200000000.0,1.0,1.0,5000.0,2025.0,For Sale,No,Yeka,Apartment
17000000.0,3.0,2.0,199.0,2025.0,For Sale,No,Bole,Apartment
150000000.0,20.0,20.0,140.0,2025.0,For Sale,No,Yeka,Apartment
7800000.0,4.0,5.0,200.0,2025.0,For Sale,Yes,Gullele,Villa
95000000.0,4.0,3.0,600.0,2025.0,For Sale,No,Lideta,Villa
17500000.0,3.0,3.0,150.0,2025.0,For Sale,Yes,Bole,Villa
25000000.0,5.0,4.0,250.0,2025.0,For Sale,Yes,Bole,Villa
16500000.0,3.0,3.0,151.0,2025.0,For Sale,No,Bole,Apartment
17000000.0,3.0,3.0,150.0,2025.0,For Sale,No,Bole,Villa
12000000.0,2.0,1.0,111.0,2025.0,For Sale,No,Bole,Apartment
9500000.0,2.0,1.0,94.0,2025.0,For Sale,Yes,Bole,Apartment
12500000.0,2.0,2.0,112.0,2025.0,For Sale,No,Bole,Apartment
13500000.0,3.0,2.0,142.0,2025.0,For Sale,No,Yeka,Apartment
9000000.0,2.0,1.0,72.0,2025.0,For Sale,No,Yeka,Apartment
17500000.0,4.0,2.0,150.0,2025.0,For Sale,No,Bole,Villa
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
8000000.0,2.0,2.0,135.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
14880000.0,2.0,3.0,158.0,2025.0,For Sale,No,Bole,Apartment
17500000.0,4.0,2.0,150.0,2025.0,For Sale,No,Bole,Villa
17500000.0,3.0,2.0,105.0,2025.0,For Sale,No,Bole,Villa
30000000.0,5.0,3.0,370.0,2025.0,For Sale,Yes,Bole,Villa
17300000.0,3.0,3.0,150.0,2025.0,For Sale,Yes,Yeka,Villa
21000000.0,3.0,3.0,170.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
7000000.0,1.0,1.0,52.0,2025.0,For Sale,No,Bole,Apartment
7500000.0,1.0,2.0,67.0,2025.0,For Sale,No,Bole,Apartment
13500000.0,3.0,2.0,115.0,2025.0,For Sale,No,Bole,Apartment
17500000.0,5.0,3.0,230.0,2025.0,For Sale,No,Nifas Silk-Lafto,Villa
12000000.0,3.0,2.0,116.0,2025.0,For Sale,No,Yeka,Apartment
7000000.0,1.0,1.0,68.0,2025.0,For Sale,No,Bole,Apartment
17000000.0,3.0,3.0,150.0,2025.0,For Sale,No,Yeka,Villa
15500000.0,3.0,2.0,151.0,2025.0,For Sale,No,Bole,Apartment
15000000.0,3.0,3.0,179.0,2025.0,For Sale,No,Bole,Apartment
16000000.0,3.0,2.0,105.0,2025.0,For Sale,No,Bole,Villa
4200000.0,2.0,2.0,87.0,2025.0,For Sale,Yes,Bole,Apartment
11000000.0,3.0,2.0,110.0,2025.0,For Sale,Yes,Yeka,Apartment
16000000.0,3.0,2.0,160.0,2025.0,For Sale,No,Bole,Villa
40000000.0,4.0,3.0,392.0,2025.0,For Sale,Yes,Yeka,Villa
15500000.0,3.0,3.0,150.0,2025.0,For Sale,No,Bole,Villa
6400000.0,2.0,2.0,72.0,2025.0,For Sale,Yes,Yeka,Apartment
6100000.0,1.0,1.0,25.0,2025.0,For Sale,Yes,Yeka,Apartment
19500000.0,3.0,3.0,142.0,2025.0,For Sale,No,Bole,Apartment
17500000.0,5.0,3.0,230.0,2025.0,For Sale,No,Nifas Silk-Lafto,Villa
16000000.0,2.0,2.0,112.0,2025.0,For Sale,No,Yeka,Apartment
25000000.0,2.0,2.0,164.0,2025.0,For Sale,No,Lideta,Apartment
40000000.0,3.0,3.0,236.0,2025.0,For Sale,Yes,Bole,Apartment
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
8000000.0,2.0,2.0,135.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
14880000.0,2.0,3.0,158.0,2025.0,For Sale,No,Bole,Apartment
15600000.0,3.0,2.0,145.0,2025.0,For Sale,No,Bole,Apartment
14500000.0,3.0,2.0,142.0,2025.0,For Sale,No,Yeka,Apartment
24000000.0,3.0,3.0,230.0,2025.0,For Sale,No,Bole,Villa
9450000.0,2.0,2.0,126.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
45000000.0,5.0,2.0,280.0,2025.0,For Sale,No,Kolfe Keranio,Villa
120000000.0,5.0,6.0,700.0,2025.0,For Sale,No,Bole,Villa
10980000.0,2.0,1.0,122.0,2025.0,For Sale,No,Arada,Apartment
8500000.0,2.0,2.0,86.0,2025.0,For Sale,No,Yeka,Apartment
15500000.0,4.0,3.0,204.0,2025.0,For Sale,Yes,Bole,Apartment
4800000.0,1.0,1.0,50.0,2025.0,For Sale,Yes,Bole,Apartment
10500000.0,2.0,2.0,75.0,2025.0,For Sale,No,Bole,Villa
28000000.0,4.0,3.0,250.0,2025.0,For Sale,Yes,Bole,Villa
13500000.0,3.0,2.0,115.0,2025.0,For Sale,No,Bole,Apartment
15000000.0,3.0,3.0,179.0,2025.0,For Sale,No,Bole,Apartment
4200000.0,2.0,2.0,87.0,2025.0,For Sale,Yes,Bole,Apartment
12500000.0,4.0,3.0,150.0,2025.0,For Sale,No,Bole,Villa
13500000.0,3.0,2.0,115.0,2025.0,For Sale,No,Bole,Apartment
11500000.0,2.0,2.0,122.0,2025.0,For Sale,No,Bole,Apartment
4068363.0,2.0,2.0,131.0,2025.0,For Sale,No,Bole,Apartment
7000000.0,1.0,1.0,68.0,2025.0,For Sale,Yes,Bole,Apartment
28000000.0,3.0,3.0,170.0,2025.0,For Sale,No,Bole,Apartment
13600000.0,2.0,2.0,130.0,2025.0,For Sale,No,Bole,Apartment
7300000.0,3.0,2.0,103.0,2025.0,For Sale,Yes,Bole,Apartment
18000000.0,3.0,1.0,200.0,2025.0,For Sale,No,Addis Ketema,Villa
13500000.0,3.0,2.0,117.0,2025.0,For Sale,No,Bole,Apartment
15000000.0,3.0,3.0,250.0,2025.0,For Sale,No,Yeka,Villa
18500000.0,3.0,2.0,134.0,2025.0,For Sale,No,Bole,Apartment
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
15000000.0,3.0,3.0,179.0,2025.0,For Sale,No,Bole,Apartment
7500000.0,2.0,2.0,53.0,2025.0,For Sale,No,Bole,Apartment
9500000.0,2.0,1.0,72.0,2025.0,For Sale,No,Bole,Apartment
7300000.0,3.0,2.0,103.0,2025.0,For Sale,Yes,Bole,Apartment
15000000.0,3.0,3.0,151.0,2025.0,For Sale,No,Bole,Apartment
20900000.0,3.0,3.0,190.0,2025.0,For Sale,No,Bole,Apartment
14000000.0,3.0,2.0,150.0,2025.0,For Sale,No,Bole,Villa
9000000.0,2.0,2.0,72.0,2025.0,For Sale,No,Bole,Apartment
12000000.0,2.0,2.0,105.0,2025.0,For Sale,No,Bole,Apartment
4200000.0,2.0,2.0,142.0,2025.0,For Sale,No,Lideta,Apartment
13000000.0,3.0,3.0,90.0,2025.0,For Sale,No,Bole,Villa
60000000.0,4.0,4.0,400.0,2025.0,For Sale,No,Yeka,Villa
9000000.0,2.0,2.0,100.0,2025.0,For Sale,No,Bole,Apartment
110000000.0,6.0,5.0,375.0,2025.0,For Sale,Yes,Bole,Villa
15000000.0,3.0,3.0,179.0,2025.0,For Sale,No,Bole,Apartment
110000000.0,6.0,5.0,375.0,2025.0,For Sale,Yes,Bole,Villa
15000000.0,3.0,3.0,150.0,2025.0,For Sale,Yes,Yeka,Villa
16000000.0,4.0,3.0,150.0,2025.0,For Sale,No,Bole,Villa
17500000.0,3.0,3.0,153.0,2025.0,For Sale,No,Bole,Apartment
18500000.0,3.0,3.0,166.0,2025.0,For Sale,No,Bole,Villa
7300000.0,3.0,2.0,103.0,2025.0,For Sale,Yes,Bole,Apartment
7800000.0,2.0,2.0,78.0,2025.0,For Sale,No,Yeka,Apartment
4200000.0,2.0,2.0,142.0,2025.0,For Sale,No,Kirkos,Apartment
8000000.0,2.0,2.0,93.0,2025.0,For Sale,No,Bole,Apartment
15750000.0,3.0,2.0,150.0,2025.0,For Sale,No,Bole,Apartment
13500000.0,3.0,2.0,90.0,2025.0,For Sale,Yes,Bole,Villa
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
26000000.0,3.0,3.0,140.0,2025.0,For Sale,Yes,Bole,Villa
50000000.0,6.0,5.0,250.0,2025.0,For Sale,No,Bole,Villa
13500000.0,3.0,2.0,105.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
34000000.0,4.0,3.0,250.0,2025.0,For Sale,No,Bole,Villa
25000000.0,3.0,3.0,250.0,2025.0,For Sale,No,Bole,Villa
13500000.0,4.0,3.0,151.0,2025.0,For Sale,No,Bole,Apartment
4864320.0,3.0,2.0,144.0,2025.0,For Sale,No,Bole,Apartment
37240000.0,3.0,3.0,175.0,2025.0,For Sale,No,Bole,Apartment
24000000.0,3.0,2.0,300.0,2025.0,For Sale,No,Bole,Villa
12800000.0,3.0,2.0,103.0,2025.0,For Sale,No,Bole,Apartment
29000000.0,2.0,1.0,300.0,2025.0,For Sale,No,Bole,Villa
45000000.0,3.0,3.0,360.0,2025.0,For Sale,Yes,Arada,Villa
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
16500000.0,4.0,2.0,198.0,2025.0,For Sale,Yes,Bole,Apartment
10000000.0,2.0,2.0,140.0,2025.0,For Sale,No,Bole,Apartment
45000000.0,3.0,3.0,360.0,2025.0,For Sale,Yes,Arada,Villa
25000000.0,3.0,3.0,300.0,2025.0,For Sale,No,Bole,Villa
18000000.0,3.0,3.0,250.0,2025.0,For Sale,Yes,Bole,Villa
20000000.0,3.0,3.0,200.0,2025.0,For Sale,Yes,Bole,Villa
19200000.0,3.0,2.0,198.0,2025.0,For Sale,Yes,Kirkos,Apartment
6200000.0,2.0,2.0,88.0,2025.0,For Sale,No,Yeka,Apartment
18000000.0,3.0,3.0,150.0,2025.0,For Sale,No,Bole,Villa
11000000.0,3.0,2.0,105.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
9000000.0,3.0,2.0,110.0,2025.0,For Sale,No,Bole,Apartment
5900000.0,2.0,2.0,98.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
7200000.0,2.0,2.0,86.0,2025.0,For Sale,Yes,Bole,Apartment
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
7200000.0,2.0,2.0,86.0,2025.0,For Sale,Yes,Bole,Apartment
20000000.0,5.0,3.0,150.0,2025.0,For Sale,Yes,Bole,Villa
21000000.0,3.0,3.0,171.0,2025.0,For Sale,Yes,Bole,Villa
23000000.0,3.0,3.0,280.0,2025.0,For Sale,No,Bole,Villa
25000000.0,5.0,3.0,300.0,2025.0,For Sale,Yes,Bole,Villa
15000000.0,3.0,2.0,108.0,2025.0,For Sale,No,Bole,Villa
18000000.0,3.0,3.0,140.0,2025.0,For Sale,No,Bole,Apartment
23000000.0,4.0,4.0,150.0,2025.0,For Sale,Yes,Bole,Villa
10500000.0,2.0,2.0,100.0,2025.0,For Sale,No,Yeka,Apartment
12500000.0,3.0,2.0,130.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
13500000.0,4.0,3.0,170.0,2025.0,For Sale,No,Bole,Apartment
7000000.0,1.0,1.0,68.0,2025.0,For Sale,No,Bole,Apartment
17000000.0,3.0,2.0,199.0,2025.0,For Sale,No,Bole,Apartment
8000000.0,2.0,2.0,135.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
7000000.0,1.0,1.0,68.0,2025.0,For Sale,No,Bole,Apartment
14200000.0,3.0,2.0,114.0,2025.0,For Sale,No,Bole,Apartment
14700000.0,2.0,2.0,140.0,2025.0,For Sale,No,Yeka,Apartment
12000000.0,3.0,2.0,140.0,2025.0,For Sale,No,Nifas Silk-Lafto,Villa
7500000.0,1.0,1.0,75.0,2025.0,For Sale,No,Bole,Apartment
69000000.0,6.0,6.0,330.0,2025.0,For Sale,No,Bole,Apartment
14880000.0,2.0,3.0,158.0,2025.0,For Sale,No,Bole,Apartment
25000000.0,5.0,3.0,300.0,2025.0,For Sale,Yes,Bole,Villa
23000000.0,3.0,3.0,210.0,2025.0,For Sale,Yes,Bole,Villa
29000000.0,3.0,2.0,273.0,2025.0,For Sale,No,Nifas Silk-Lafto,Villa
110000000.0,12.0,20.0,330.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
28000000.0,4.0,3.0,200.0,2025.0,For Sale,Yes,Bole,Villa
13000000.0,3.0,3.0,153.0,2025.0,For Sale,No,Bole,Apartment
5850000.0,1.0,1.0,65.0,2025.0,For Sale,No,Bole,Apartment
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
13000000.0,3.0,3.0,153.0,2025.0,For Sale,No,Bole,Apartment
12190000.0,2.0,2.0,106.0,2025.0,For Sale,No,Bole,Apartment
10500000.0,3.0,2.0,122.0,2025.0,For Sale,No,Bole,Apartment
12500000.0,3.0,2.0,140.0,2025.0,For Sale,No,Nifas Silk-Lafto,Apartment
10000000.0,3.0,2.0,100.0,2025.0,For Sale,No,Bole,Apartment
24000000.0,2.0,2.0,142.0,2025.0,For Sale,No,Bole,Apartment
23000000.0,3.0,3.0,175.0,2025.0,For Sale,No,Bole,Villa
8500000.0,2.0,1.0,72.0,2025.0,For Sale,No,Yeka,Apartment
6400000.0,2.0,2.0,75.0,2025.0,For Sale,No,Yeka,Apartment
57000000.0,4.0,4.0,400.0,2025.0,For Sale,No,Bole,Villa
13000000.0,2.0,2.0,98.0,2025.0,For Sale,No,Bole,Apartment
32000000.0,3.0,3.0,306.0,2025.0,For Sale,No,Bole,Villa
5500000.0,2.0,2.0,88.0,2025.0,For Sale,Yes,Yeka,Apartment
32000000.0,3.0,2.0,179.0,2025.0,For Sale,No,Bole,Apartment
30000000.0,3.0,2.0,130.0,2025.0,For Sale,No,Kirkos,Apartment
30000000.0,3.0,3.0,174.0,2025.0,For Sale,No,Lideta,Apartment
32000000.0,3.0,2.0,199.0,2025.0,For Sale,No,Bole,Apartment
33000000.0,3.0,3.0,230.0,2025.0,For Sale,No,Bole,Apartment
